Date,State,Counts
20/04/20,Dadra and Nagar Haveli,0
21/04/20,Dadra and Nagar Haveli,0
22/04/20,Dadra and Nagar Haveli,0
23/04/20,Dadra and Nagar Haveli,0
24/04/20,Dadra and Nagar Haveli,0
25/04/20,Dadra and Nagar Haveli,0
26/04/20,Dadra and Nagar Haveli,0
27/04/20,Dadra and Nagar Haveli,0
28/04/20,Dadra and Nagar Haveli,0
29/04/20,Dadra and Nagar Haveli,0
30/04/20,Dadra and Nagar Haveli,0
01/05/20,Dadra and Nagar Haveli,0
02/05/20,Dadra and Nagar Haveli,0
03/05/20,Dadra and Nagar Haveli,0
04/05/20,Dadra and Nagar Haveli,0
05/05/20,Dadra and Nagar Haveli,0
06/05/20,Dadra and Nagar Haveli,1
07/05/20,Dadra and Nagar Haveli,1
08/05/20,Dadra and Nagar Haveli,1
09/05/20,Dadra and Nagar Haveli,1
10/05/20,Dadra and Nagar Haveli,1
11/05/20,Dadra and Nagar Haveli,1
12/05/20,Dadra and Nagar Haveli,1
13/05/20,Dadra and Nagar Haveli,1
14/05/20,Dadra and Nagar Haveli,1
15/05/20,Dadra and Nagar Haveli,1
16/05/20,Dadra and Nagar Haveli,1
17/05/20,Dadra and Nagar Haveli,1
18/05/20,Dadra and Nagar Haveli,1
19/05/20,Dadra and Nagar Haveli,1
20/05/20,Dadra and Nagar Haveli,1
21/05/20,Dadra and Nagar Haveli,1
22/05/20,Dadra and Nagar Haveli,1
23/05/20,Dadra and Nagar Haveli,1
24/05/20,Dadra and Nagar Haveli,2
25/05/20,Dadra and Nagar Haveli,2
26/05/20,Dadra and Nagar Haveli,2
27/05/20,Dadra and Nagar Haveli,2
28/05/20,Dadra and Nagar Haveli,2
29/05/20,Dadra and Nagar Haveli,2
30/05/20,Dadra and Nagar Haveli,2
31/05/20,Dadra and Nagar Haveli,2
01/06/20,Dadra and Nagar Haveli,2
02/06/20,Dadra and Nagar Haveli,3
03/06/20,Dadra and Nagar Haveli,4
04/06/20,Dadra and Nagar Haveli,8
05/06/20,Dadra and Nagar Haveli,12
06/06/20,Dadra and Nagar Haveli,14
07/06/20,Dadra and Nagar Haveli,19
08/06/20,Dadra and Nagar Haveli,20
09/06/20,Dadra and Nagar Haveli,22
10/06/20,Dadra and Nagar Haveli,22
11/06/20,Dadra and Nagar Haveli,28
12/06/20,Dadra and Nagar Haveli,30
13/06/20,Dadra and Nagar Haveli,30
14/06/20,Dadra and Nagar Haveli,35
15/06/20,Dadra and Nagar Haveli,36
16/06/20,Dadra and Nagar Haveli,36
17/06/20,Dadra and Nagar Haveli,45
18/06/20,Dadra and Nagar Haveli,57
19/06/20,Dadra and Nagar Haveli,58
20/06/20,Dadra and Nagar Haveli,62
21/06/20,Dadra and Nagar Haveli,68
22/06/20,Dadra and Nagar Haveli,88
23/06/20,Dadra and Nagar Haveli,91
24/06/20,Dadra and Nagar Haveli,120
25/06/20,Dadra and Nagar Haveli,120
26/06/20,Dadra and Nagar Haveli,155
27/06/20,Dadra and Nagar Haveli,163
28/06/20,Dadra and Nagar Haveli,177
29/06/20,Dadra and Nagar Haveli,178
30/06/20,Dadra and Nagar Haveli,203
01/07/20,Dadra and Nagar Haveli,213
02/07/20,Dadra and Nagar Haveli,215
03/07/20,Dadra and Nagar Haveli,230
04/07/20,Dadra and Nagar Haveli,257
05/07/20,Dadra and Nagar Haveli,271
06/07/20,Dadra and Nagar Haveli,271
07/07/20,Dadra and Nagar Haveli,297
08/07/20,Dadra and Nagar Haveli,405
09/07/20,Dadra and Nagar Haveli,408
10/07/20,Dadra and Nagar Haveli,411
11/07/20,Dadra and Nagar Haveli,459
12/07/20,Dadra and Nagar Haveli,471
13/07/20,Dadra and Nagar Haveli,479
14/07/20,Dadra and Nagar Haveli,495
15/07/20,Dadra and Nagar Haveli,520
16/07/20,Dadra and Nagar Haveli,539
17/07/20,Dadra and Nagar Haveli,552
18/07/20,Dadra and Nagar Haveli,585
19/07/20,Dadra and Nagar Haveli,602
20/07/20,Dadra and Nagar Haveli,605
21/07/20,Dadra and Nagar Haveli,684
22/07/20,Dadra and Nagar Haveli,705
23/07/20,Dadra and Nagar Haveli,733
24/07/20,Dadra and Nagar Haveli,770
25/07/20,Dadra and Nagar Haveli,815
26/07/20,Dadra and Nagar Haveli,860
27/07/20,Dadra and Nagar Haveli,914
28/07/20,Dadra and Nagar Haveli,946
29/07/20,Dadra and Nagar Haveli,982
30/07/20,Dadra and Nagar Haveli,1026
31/07/20,Dadra and Nagar Haveli,1064
01/08/20,Dadra and Nagar Haveli,1100
02/08/20,Dadra and Nagar Haveli,1145
03/08/20,Dadra and Nagar Haveli,1184
04/08/20,Dadra and Nagar Haveli,1274
05/08/20,Dadra and Nagar Haveli,1325
06/08/20,Dadra and Nagar Haveli,1366
07/08/20,Dadra and Nagar Haveli,1391
08/08/20,Dadra and Nagar Haveli,1437
09/08/20,Dadra and Nagar Haveli,1456
10/08/20,Dadra and Nagar Haveli,1564
11/08/20,Dadra and Nagar Haveli,1613
12/08/20,Dadra and Nagar Haveli,1653
13/08/20,Dadra and Nagar Haveli,1696
14/08/20,Dadra and Nagar Haveli,1752
15/08/20,Dadra and Nagar Haveli,1797
16/08/20,Dadra and Nagar Haveli,1843
17/08/20,Dadra and Nagar Haveli,1878
18/08/20,Dadra and Nagar Haveli,1908
19/08/20,Dadra and Nagar Haveli,1951
20/08/20,Dadra and Nagar Haveli,1995
21/08/20,Dadra and Nagar Haveli,2030
22/08/20,Dadra and Nagar Haveli,2082
23/08/20,Dadra and Nagar Haveli,2120
24/08/20,Dadra and Nagar Haveli,2161
25/08/20,Dadra and Nagar Haveli,2181
26/08/20,Dadra and Nagar Haveli,2203
27/08/20,Dadra and Nagar Haveli,2228
28/08/20,Dadra and Nagar Haveli,2266
29/08/20,Dadra and Nagar Haveli,2290
30/08/20,Dadra and Nagar Haveli,2306
31/08/20,Dadra and Nagar Haveli,2340
01/09/20,Dadra and Nagar Haveli,2367
02/09/20,Dadra and Nagar Haveli,2386
03/09/20,Dadra and Nagar Haveli,2435
04/09/20,Dadra and Nagar Haveli,2450
05/09/20,Dadra and Nagar Haveli,2467
06/09/20,Dadra and Nagar Haveli,2537
07/09/20,Dadra and Nagar Haveli,2575
08/09/20,Dadra and Nagar Haveli,2590
09/09/20,Dadra and Nagar Haveli,2617
10/09/20,Dadra and Nagar Haveli,2643
11/09/20,Dadra and Nagar Haveli,2671
12/09/20,Dadra and Nagar Haveli,2695
13/09/20,Dadra and Nagar Haveli,2725
14/09/20,Dadra and Nagar Haveli,2745
15/09/20,Dadra and Nagar Haveli,2763
16/09/20,Dadra and Nagar Haveli,2783
17/09/20,Dadra and Nagar Haveli,2810
18/09/20,Dadra and Nagar Haveli,2831
19/09/20,Dadra and Nagar Haveli,2859
20/09/20,Dadra and Nagar Haveli,2887
21/09/20,Dadra and Nagar Haveli,2924
22/09/20,Dadra and Nagar Haveli,2933
23/09/20,Dadra and Nagar Haveli,2944
24/09/20,Dadra and Nagar Haveli,2962
25/09/20,Dadra and Nagar Haveli,2977
26/09/20,Dadra and Nagar Haveli,2989
27/09/20,Dadra and Nagar Haveli,2996
28/09/20,Dadra and Nagar Haveli,3002
29/09/20,Dadra and Nagar Haveli,3012
30/09/20,Dadra and Nagar Haveli,3032
01/10/20,Dadra and Nagar Haveli,3040
02/10/20,Dadra and Nagar Haveli,3054
03/10/20,Dadra and Nagar Haveli,3061
04/10/20,Dadra and Nagar Haveli,3070
05/10/20,Dadra and Nagar Haveli,3087
06/10/20,Dadra and Nagar Haveli,3092
07/10/20,Dadra and Nagar Haveli,3103
08/10/20,Dadra and Nagar Haveli,3120
09/10/20,Dadra and Nagar Haveli,3132
10/10/20,Dadra and Nagar Haveli,3140
11/10/20,Dadra and Nagar Haveli,3152
12/10/20,Dadra and Nagar Haveli,3163
13/10/20,Dadra and Nagar Haveli,3168
14/10/20,Dadra and Nagar Haveli,3168
15/10/20,Dadra and Nagar Haveli,3171
16/10/20,Dadra and Nagar Haveli,3172
17/10/20,Dadra and Nagar Haveli,3177
18/10/20,Dadra and Nagar Haveli,3180
19/10/20,Dadra and Nagar Haveli,3183
20/10/20,Dadra and Nagar Haveli,3185
21/10/20,Dadra and Nagar Haveli,3194
22/10/20,Dadra and Nagar Haveli,3207
23/10/20,Dadra and Nagar Haveli,3213
24/10/20,Dadra and Nagar Haveli,3220
25/10/20,Dadra and Nagar Haveli,3225
26/10/20,Dadra and Nagar Haveli,3228
27/10/20,Dadra and Nagar Haveli,3228
28/10/20,Dadra and Nagar Haveli,3231
29/10/20,Dadra and Nagar Haveli,3237
30/10/20,Dadra and Nagar Haveli,3243
31/10/20,Dadra and Nagar Haveli,3248
01/11/20,Dadra and Nagar Haveli,3251
02/11/20,Dadra and Nagar Haveli,3255
03/11/20,Dadra and Nagar Haveli,3257
04/11/20,Dadra and Nagar Haveli,3257
05/11/20,Dadra and Nagar Haveli,3262
06/11/20,Dadra and Nagar Haveli,3268
07/11/20,Dadra and Nagar Haveli,3272
08/11/20,Dadra and Nagar Haveli,3273
09/11/20,Dadra and Nagar Haveli,3274
10/11/20,Dadra and Nagar Haveli,3274
11/11/20,Dadra and Nagar Haveli,3275
12/11/20,Dadra and Nagar Haveli,3275
13/11/20,Dadra and Nagar Haveli,3278
14/11/20,Dadra and Nagar Haveli,3281
15/11/20,Dadra and Nagar Haveli,3285
16/11/20,Dadra and Nagar Haveli,3291
17/11/20,Dadra and Nagar Haveli,3294
18/11/20,Dadra and Nagar Haveli,3297
19/11/20,Dadra and Nagar Haveli,3305
20/11/20,Dadra and Nagar Haveli,3307
21/11/20,Dadra and Nagar Haveli,3316
22/11/20,Dadra and Nagar Haveli,3317
23/11/20,Dadra and Nagar Haveli,3321
24/11/20,Dadra and Nagar Haveli,3325
25/11/20,Dadra and Nagar Haveli,3325
26/11/20,Dadra and Nagar Haveli,3327
27/11/20,Dadra and Nagar Haveli,3328
28/11/20,Dadra and Nagar Haveli,3330
29/11/20,Dadra and Nagar Haveli,3330
30/11/20,Dadra and Nagar Haveli,3332
01/12/20,Dadra and Nagar Haveli,3332
02/12/20,Dadra and Nagar Haveli,3334
03/12/20,Dadra and Nagar Haveli,3340
04/12/20,Dadra and Nagar Haveli,3340
05/12/20,Dadra and Nagar Haveli,3340
06/12/20,Dadra and Nagar Haveli,3341
07/12/20,Dadra and Nagar Haveli,3342
08/12/20,Dadra and Nagar Haveli,3346
09/12/20,Dadra and Nagar Haveli,3351
10/12/20,Dadra and Nagar Haveli,3354
11/12/20,Dadra and Nagar Haveli,3354
12/12/20,Dadra and Nagar Haveli,3355
13/12/20,Dadra and Nagar Haveli,3356
14/12/20,Dadra and Nagar Haveli,3356
15/12/20,Dadra and Nagar Haveli,3359
16/12/20,Dadra and Nagar Haveli,3359
17/12/20,Dadra and Nagar Haveli,3360
18/12/20,Dadra and Nagar Haveli,3361
19/12/20,Dadra and Nagar Haveli,3362
20/12/20,Dadra and Nagar Haveli,3363
21/12/20,Dadra and Nagar Haveli,3363
22/12/20,Dadra and Nagar Haveli,3363
23/12/20,Dadra and Nagar Haveli,3364
24/12/20,Dadra and Nagar Haveli,3365
25/12/20,Dadra and Nagar Haveli,3367
26/12/20,Dadra and Nagar Haveli,3370
27/12/20,Dadra and Nagar Haveli,3372
28/12/20,Dadra and Nagar Haveli,3373
29/12/20,Dadra and Nagar Haveli,3374
30/12/20,Dadra and Nagar Haveli,3375
31/12/20,Dadra and Nagar Haveli,3375
01/01/21,Dadra and Nagar Haveli,3378
02/01/21,Dadra and Nagar Haveli,3378
03/01/21,Dadra and Nagar Haveli,3378
04/01/21,Dadra and Nagar Haveli,3379
05/01/21,Dadra and Nagar Haveli,3379
06/01/21,Dadra and Nagar Haveli,3379
07/01/21,Dadra and Nagar Haveli,3379
08/01/21,Dadra and Nagar Haveli,3379
09/01/21,Dadra and Nagar Haveli,3380
10/01/21,Dadra and Nagar Haveli,3380
11/01/21,Dadra and Nagar Haveli,3380
12/01/21,Dadra and Nagar Haveli,3382
13/01/21,Dadra and Nagar Haveli,3382
14/01/21,Dadra and Nagar Haveli,3383
15/01/21,Dadra and Nagar Haveli,3385
16/01/21,Dadra and Nagar Haveli,3388
17/01/21,Dadra and Nagar Haveli,3388
18/01/21,Dadra and Nagar Haveli,3390
19/01/21,Dadra and Nagar Haveli,3390
20/01/21,Dadra and Nagar Haveli,3391
21/01/21,Dadra and Nagar Haveli,3393
22/01/21,Dadra and Nagar Haveli,3393
23/01/21,Dadra and Nagar Haveli,3394
24/01/21,Dadra and Nagar Haveli,3394
25/01/21,Dadra and Nagar Haveli,3394
26/01/21,Dadra and Nagar Haveli,3394
27/01/21,Dadra and Nagar Haveli,3395
28/01/21,Dadra and Nagar Haveli,3396
29/01/21,Dadra and Nagar Haveli,3397
30/01/21,Dadra and Nagar Haveli,3398
31/01/21,Dadra and Nagar Haveli,3398
01/02/21,Dadra and Nagar Haveli,3398
02/02/21,Dadra and Nagar Haveli,3398
03/02/21,Dadra and Nagar Haveli,3398
04/02/21,Dadra and Nagar Haveli,3398
05/02/21,Dadra and Nagar Haveli,3398
06/02/21,Dadra and Nagar Haveli,3398
07/02/21,Dadra and Nagar Haveli,3398
08/02/21,Dadra and Nagar Haveli,3398
09/02/21,Dadra and Nagar Haveli,3398
10/02/21,Dadra and Nagar Haveli,3398
11/02/21,Dadra and Nagar Haveli,3398
12/02/21,Dadra and Nagar Haveli,3398
13/02/21,Dadra and Nagar Haveli,3398
14/02/21,Dadra and Nagar Haveli,3400
15/02/21,Dadra and Nagar Haveli,3400
16/02/21,Dadra and Nagar Haveli,3400
17/02/21,Dadra and Nagar Haveli,3400
18/02/21,Dadra and Nagar Haveli,3402
19/02/21,Dadra and Nagar Haveli,3402
20/02/21,Dadra and Nagar Haveli,3402
21/02/21,Dadra and Nagar Haveli,3402
22/02/21,Dadra and Nagar Haveli,3402
23/02/21,Dadra and Nagar Haveli,3402
24/02/21,Dadra and Nagar Haveli,3402
25/02/21,Dadra and Nagar Haveli,3404
26/02/21,Dadra and Nagar Haveli,3405
27/02/21,Dadra and Nagar Haveli,3406
28/02/21,Dadra and Nagar Haveli,3406
01/03/21,Dadra and Nagar Haveli,3406
02/03/21,Dadra and Nagar Haveli,3406
03/03/21,Dadra and Nagar Haveli,3408
04/03/21,Dadra and Nagar Haveli,3408
05/03/21,Dadra and Nagar Haveli,3408
06/03/21,Dadra and Nagar Haveli,3408
07/03/21,Dadra and Nagar Haveli,3409
08/03/21,Dadra and Nagar Haveli,3416
09/03/21,Dadra and Nagar Haveli,3421
10/03/21,Dadra and Nagar Haveli,3423
11/03/21,Dadra and Nagar Haveli,3423
12/03/21,Dadra and Nagar Haveli,3426
13/03/21,Dadra and Nagar Haveli,3431
14/03/21,Dadra and Nagar Haveli,3435
15/03/21,Dadra and Nagar Haveli,3438
16/03/21,Dadra and Nagar Haveli,3440
17/03/21,Dadra and Nagar Haveli,3445
18/03/21,Dadra and Nagar Haveli,3445
19/03/21,Dadra and Nagar Haveli,3454
20/03/21,Dadra and Nagar Haveli,3464
21/03/21,Dadra and Nagar Haveli,3471
22/03/21,Dadra and Nagar Haveli,3481
23/03/21,Dadra and Nagar Haveli,3485
24/03/21,Dadra and Nagar Haveli,3495
25/03/21,Dadra and Nagar Haveli,3510
26/03/21,Dadra and Nagar Haveli,3536
27/03/21,Dadra and Nagar Haveli,3554
28/03/21,Dadra and Nagar Haveli,3580
29/03/21,Dadra and Nagar Haveli,3607
30/03/21,Dadra and Nagar Haveli,3623
31/03/21,Dadra and Nagar Haveli,3642
01/04/21,Dadra and Nagar Haveli,3661
02/04/21,Dadra and Nagar Haveli,3683
03/04/21,Dadra and Nagar Haveli,3703
04/04/21,Dadra and Nagar Haveli,3719
05/04/21,Dadra and Nagar Haveli,3744
06/04/21,Dadra and Nagar Haveli,3770
07/04/21,Dadra and Nagar Haveli,3788
08/04/21,Dadra and Nagar Haveli,3812
09/04/21,Dadra and Nagar Haveli,3842
10/04/21,Dadra and Nagar Haveli,3884
11/04/21,Dadra and Nagar Haveli,4014
12/04/21,Dadra and Nagar Haveli,4083
13/04/21,Dadra and Nagar Haveli,4209
14/04/21,Dadra and Nagar Haveli,4307
15/04/21,Dadra and Nagar Haveli,4420
16/04/21,Dadra and Nagar Haveli,4523
17/04/21,Dadra and Nagar Haveli,4681
18/04/21,Dadra and Nagar Haveli,4748
19/04/21,Dadra and Nagar Haveli,4803
20/04/21,Dadra and Nagar Haveli,5102
21/04/21,Dadra and Nagar Haveli,5422
22/04/21,Dadra and Nagar Haveli,5672
23/04/21,Dadra and Nagar Haveli,5910
24/04/21,Dadra and Nagar Haveli,6142
25/04/21,Dadra and Nagar Haveli,6379
26/04/21,Dadra and Nagar Haveli,6580
27/04/21,Dadra and Nagar Haveli,6726
28/04/21,Dadra and Nagar Haveli,6912
29/04/21,Dadra and Nagar Haveli,7067
30/04/21,Dadra and Nagar Haveli,7334
01/05/21,Dadra and Nagar Haveli,7504
02/05/21,Dadra and Nagar Haveli,7712
03/05/21,Dadra and Nagar Haveli,7871
04/05/21,Dadra and Nagar Haveli,8008
05/05/21,Dadra and Nagar Haveli,8174
06/05/21,Dadra and Nagar Haveli,8325
07/05/21,Dadra and Nagar Haveli,8502
08/05/21,Dadra and Nagar Haveli,8596
09/05/21,Dadra and Nagar Haveli,8737
10/05/21,Dadra and Nagar Haveli,8847
11/05/21,Dadra and Nagar Haveli,8928
12/05/21,Dadra and Nagar Haveli,9021
13/05/21,Dadra and Nagar Haveli,9150
14/05/21,Dadra and Nagar Haveli,9257
15/05/21,Dadra and Nagar Haveli,9335
16/05/21,Dadra and Nagar Haveli,9447
17/05/21,Dadra and Nagar Haveli,9550
18/05/21,Dadra and Nagar Haveli,9599
19/05/21,Dadra and Nagar Haveli,9652
20/05/21,Dadra and Nagar Haveli,9748
21/05/21,Dadra and Nagar Haveli,9850
22/05/21,Dadra and Nagar Haveli,9880
23/05/21,Dadra and Nagar Haveli,9925
24/05/21,Dadra and Nagar Haveli,9987
25/05/21,Dadra and Nagar Haveli,10049
26/05/21,Dadra and Nagar Haveli,10092
27/05/21,Dadra and Nagar Haveli,10129
28/05/21,Dadra and Nagar Haveli,10152
29/05/21,Dadra and Nagar Haveli,10207
30/05/21,Dadra and Nagar Haveli,10214
31/05/21,Dadra and Nagar Haveli,10256
01/06/21,Dadra and Nagar Haveli,10286
02/06/21,Dadra and Nagar Haveli,10300
03/06/21,Dadra and Nagar Haveli,10331
04/06/21,Dadra and Nagar Haveli,10345
05/06/21,Dadra and Nagar Haveli,10377
06/06/21,Dadra and Nagar Haveli,10387
07/06/21,Dadra and Nagar Haveli,10394
08/06/21,Dadra and Nagar Haveli,10419
09/06/21,Dadra and Nagar Haveli,10427
10/06/21,Dadra and Nagar Haveli,10437
11/06/21,Dadra and Nagar Haveli,10445
12/06/21,Dadra and Nagar Haveli,10456
13/06/21,Dadra and Nagar Haveli,10462
14/06/21,Dadra and Nagar Haveli,10463
15/06/21,Dadra and Nagar Haveli,10464
16/06/21,Dadra and Nagar Haveli,10473
17/06/21,Dadra and Nagar Haveli,10481
18/06/21,Dadra and Nagar Haveli,10492
19/06/21,Dadra and Nagar Haveli,10500
20/06/21,Dadra and Nagar Haveli,10510
21/06/21,Dadra and Nagar Haveli,10514
22/06/21,Dadra and Nagar Haveli,10516
23/06/21,Dadra and Nagar Haveli,10520
24/06/21,Dadra and Nagar Haveli,10523
25/06/21,Dadra and Nagar Haveli,10526
26/06/21,Dadra and Nagar Haveli,10530
27/06/21,Dadra and Nagar Haveli,10534
28/06/21,Dadra and Nagar Haveli,10539
29/06/21,Dadra and Nagar Haveli,10547
30/06/21,Dadra and Nagar Haveli,10555
01/07/21,Dadra and Nagar Haveli,10560
02/07/21,Dadra and Nagar Haveli,10561
03/07/21,Dadra and Nagar Haveli,10565
04/07/21,Dadra and Nagar Haveli,10567
05/07/21,Dadra and Nagar Haveli,10569
06/07/21,Dadra and Nagar Haveli,10569
07/07/21,Dadra and Nagar Haveli,10575
08/07/21,Dadra and Nagar Haveli,10576
09/07/21,Dadra and Nagar Haveli,10579
10/07/21,Dadra and Nagar Haveli,10580
11/07/21,Dadra and Nagar Haveli,10584
12/07/21,Dadra and Nagar Haveli,10586
13/07/21,Dadra and Nagar Haveli,10588
14/07/21,Dadra and Nagar Haveli,10589
15/07/21,Dadra and Nagar Haveli,10591
16/07/21,Dadra and Nagar Haveli,10591
17/07/21,Dadra and Nagar Haveli,10593
18/07/21,Dadra and Nagar Haveli,10594
19/07/21,Dadra and Nagar Haveli,10597
20/07/21,Dadra and Nagar Haveli,10605
21/07/21,Dadra and Nagar Haveli,10612
22/07/21,Dadra and Nagar Haveli,10619
23/07/21,Dadra and Nagar Haveli,10624
24/07/21,Dadra and Nagar Haveli,10630
25/07/21,Dadra and Nagar Haveli,10637
26/07/21,Dadra and Nagar Haveli,10637
27/07/21,Dadra and Nagar Haveli,10637
28/07/21,Dadra and Nagar Haveli,10639
29/07/21,Dadra and Nagar Haveli,10642
30/07/21,Dadra and Nagar Haveli,10643
31/07/21,Dadra and Nagar Haveli,10644
01/08/21,Dadra and Nagar Haveli,10650
02/08/21,Dadra and Nagar Haveli,10650
03/08/21,Dadra and Nagar Haveli,10650
04/08/21,Dadra and Nagar Haveli,10651
05/08/21,Dadra and Nagar Haveli,10652
06/08/21,Dadra and Nagar Haveli,10652
07/08/21,Dadra and Nagar Haveli,10652
08/08/21,Dadra and Nagar Haveli,10652
09/08/21,Dadra and Nagar Haveli,10653
10/08/21,Dadra and Nagar Haveli,10653
11/08/21,Dadra and Nagar Haveli,10654
12/08/21,Dadra and Nagar Haveli,10654
13/08/21,Dadra and Nagar Haveli,10655
14/08/21,Dadra and Nagar Haveli,10655
15/08/21,Dadra and Nagar Haveli,10655
16/08/21,Dadra and Nagar Haveli,10655
17/08/21,Dadra and Nagar Haveli,10657
18/08/21,Dadra and Nagar Haveli,10657
19/08/21,Dadra and Nagar Haveli,10657
20/08/21,Dadra and Nagar Haveli,10657
21/08/21,Dadra and Nagar Haveli,10657
22/08/21,Dadra and Nagar Haveli,10659
23/08/21,Dadra and Nagar Haveli,10659
24/08/21,Dadra and Nagar Haveli,10659
25/08/21,Dadra and Nagar Haveli,10659
26/08/21,Dadra and Nagar Haveli,10660
27/08/21,Dadra and Nagar Haveli,10663
28/08/21,Dadra and Nagar Haveli,10663
29/08/21,Dadra and Nagar Haveli,10663
30/08/21,Dadra and Nagar Haveli,10663
31/08/21,Dadra and Nagar Haveli,10663
01/09/21,Dadra and Nagar Haveli,10663
02/09/21,Dadra and Nagar Haveli,10663
03/09/21,Dadra and Nagar Haveli,10663
04/09/21,Dadra and Nagar Haveli,10665
05/09/21,Dadra and Nagar Haveli,10665
06/09/21,Dadra and Nagar Haveli,10665
07/09/21,Dadra and Nagar Haveli,10665
08/09/21,Dadra and Nagar Haveli,10665
09/09/21,Dadra and Nagar Haveli,10669
10/09/21,Dadra and Nagar Haveli,10669
11/09/21,Dadra and Nagar Haveli,10670
12/09/21,Dadra and Nagar Haveli,10670
13/09/21,Dadra and Nagar Haveli,10670
14/09/21,Dadra and Nagar Haveli,10670
15/09/21,Dadra and Nagar Haveli,10670
16/09/21,Dadra and Nagar Haveli,10670
17/09/21,Dadra and Nagar Haveli,10670
18/09/21,Dadra and Nagar Haveli,10670
19/09/21,Dadra and Nagar Haveli,10670
20/09/21,Dadra and Nagar Haveli,10670
21/09/21,Dadra and Nagar Haveli,10670
22/09/21,Dadra and Nagar Haveli,10670
23/09/21,Dadra and Nagar Haveli,10670
24/09/21,Dadra and Nagar Haveli,10670
25/09/21,Dadra and Nagar Haveli,10670
26/09/21,Dadra and Nagar Haveli,10670
27/09/21,Dadra and Nagar Haveli,10670
28/09/21,Dadra and Nagar Haveli,10670
29/09/21,Dadra and Nagar Haveli,10670
30/09/21,Dadra and Nagar Haveli,10670
01/10/21,Dadra and Nagar Haveli,10670
02/10/21,Dadra and Nagar Haveli,10670
03/10/21,Dadra and Nagar Haveli,10670
04/10/21,Dadra and Nagar Haveli,10670
05/10/21,Dadra and Nagar Haveli,10672
06/10/21,Dadra and Nagar Haveli,10672
07/10/21,Dadra and Nagar Haveli,10672
08/10/21,Dadra and Nagar Haveli,10672
09/10/21,Dadra and Nagar Haveli,10672
10/03/20,Delhi,4
11/03/20,Delhi,5
12/03/20,Delhi,6
13/03/20,Delhi,6
14/03/20,Delhi,7
15/03/20,Delhi,7
16/03/20,Delhi,7
17/03/20,Delhi,8
18/03/20,Delhi,10
19/03/20,Delhi,12
20/03/20,Delhi,17
21/03/20,Delhi,26
22/03/20,Delhi,29
23/03/20,Delhi,29
24/03/20,Delhi,30
25/03/20,Delhi,31
26/03/20,Delhi,36
27/03/20,Delhi,39
28/03/20,Delhi,39
29/03/20,Delhi,49
30/03/20,Delhi,87
31/03/20,Delhi,97
01/04/20,Delhi,152
02/04/20,Delhi,219
03/04/20,Delhi,219
04/04/20,Delhi,445
05/04/20,Delhi,503
06/04/20,Delhi,523
07/04/20,Delhi,576
08/04/20,Delhi,576
09/04/20,Delhi,669
10/04/20,Delhi,898
11/04/20,Delhi,903
12/04/20,Delhi,1069
13/04/20,Delhi,1154
14/04/20,Delhi,1510
15/04/20,Delhi,1561
16/04/20,Delhi,1578
17/04/20,Delhi,1640
18/04/20,Delhi,1707
19/04/20,Delhi,1893
20/04/20,Delhi,2003
21/04/20,Delhi,2081
22/04/20,Delhi,2156
23/04/20,Delhi,2248
24/04/20,Delhi,2376
25/04/20,Delhi,2514
26/04/20,Delhi,2625
27/04/20,Delhi,2918
28/04/20,Delhi,3108
29/04/20,Delhi,3314
30/04/20,Delhi,3439
01/05/20,Delhi,3515
02/05/20,Delhi,3738
03/05/20,Delhi,4122
04/05/20,Delhi,4549
05/05/20,Delhi,4898
06/05/20,Delhi,5104
07/05/20,Delhi,5532
08/05/20,Delhi,5980
09/05/20,Delhi,6318
10/05/20,Delhi,6542
11/05/20,Delhi,6923
12/05/20,Delhi,7233
13/05/20,Delhi,7639
14/05/20,Delhi,7998
15/05/20,Delhi,8470
16/05/20,Delhi,8895
17/05/20,Delhi,9333
18/05/20,Delhi,10054
19/05/20,Delhi,10054
20/05/20,Delhi,10554
21/05/20,Delhi,11088
22/05/20,Delhi,11659
23/05/20,Delhi,12319
24/05/20,Delhi,12910
25/05/20,Delhi,13418
26/05/20,Delhi,14053
27/05/20,Delhi,14465
28/05/20,Delhi,15257
29/05/20,Delhi,16281
30/05/20,Delhi,17386
31/05/20,Delhi,18549
01/06/20,Delhi,19844
02/06/20,Delhi,20834
03/06/20,Delhi,22132
04/06/20,Delhi,23645
05/06/20,Delhi,25004
06/06/20,Delhi,26334
07/06/20,Delhi,27654
08/06/20,Delhi,28936
09/06/20,Delhi,29943
10/06/20,Delhi,31309
11/06/20,Delhi,32810
12/06/20,Delhi,34687
13/06/20,Delhi,36824
14/06/20,Delhi,38958
15/06/20,Delhi,41182
16/06/20,Delhi,42829
17/06/20,Delhi,44688
18/06/20,Delhi,47102
19/06/20,Delhi,49979
20/06/20,Delhi,53116
21/06/20,Delhi,56746
22/06/20,Delhi,59746
23/06/20,Delhi,62655
24/06/20,Delhi,66602
25/06/20,Delhi,70390
26/06/20,Delhi,73780
27/06/20,Delhi,77240
28/06/20,Delhi,80188
29/06/20,Delhi,83077
30/06/20,Delhi,85161
01/07/20,Delhi,87360
02/07/20,Delhi,89802
03/07/20,Delhi,92175
04/07/20,Delhi,94695
05/07/20,Delhi,97200
06/07/20,Delhi,99444
07/07/20,Delhi,100823
08/07/20,Delhi,102831
09/07/20,Delhi,104864
10/07/20,Delhi,107051
11/07/20,Delhi,109140
12/07/20,Delhi,110921
