"Infected","District","Date"
13664,"Raichur","2020-11-23"
13681,"Raichur","2020-11-24"
13710,"Raichur","2020-11-25"
13727,"Raichur","2020-11-26"
13742,"Raichur","2020-11-27"
13762,"Raichur","2020-11-28"
13780,"Raichur","2020-11-29"
13801,"Raichur","2020-11-30"
13818,"Raichur","2020-12-01"
13837,"Raichur","2020-12-02"
13855,"Raichur","2020-12-03"
13871,"Raichur","2020-12-04"
13887,"Raichur","2020-12-05"
13906,"Raichur","2020-12-06"
13921,"Raichur","2020-12-07"
13938,"Raichur","2020-12-08"
13985,"Raichur","2020-12-09"
14002,"Raichur","2020-12-10"
14020,"Raichur","2020-12-11"
14040,"Raichur","2020-12-12"
14059,"Raichur","2020-12-13"
14078,"Raichur","2020-12-14"
14098,"Raichur","2020-12-15"
14072,"Raichur","2020-12-16"
14087,"Raichur","2020-12-17"
14104,"Raichur","2020-12-18"
14119,"Raichur","2020-12-19"
14136,"Raichur","2020-12-20"
14152,"Raichur","2020-12-21"
14168,"Raichur","2020-12-22"
14128,"Raichur","2020-12-23"
14138,"Raichur","2020-12-24"
14151,"Raichur","2020-12-25"
14162,"Raichur","2020-12-26"
14175,"Raichur","2020-12-27"
14188,"Raichur","2020-12-28"
14201,"Raichur","2020-12-29"
14162,"Raichur","2020-12-30"
14169,"Raichur","2020-12-31"
14178,"Raichur","2021-01-01"
14186,"Raichur","2021-01-02"
14194,"Raichur","2021-01-03"
14204,"Raichur","2021-01-04"
14213,"Raichur","2021-01-05"
14182,"Raichur","2021-01-06"
14188,"Raichur","2021-01-07"
14194,"Raichur","2021-01-08"
14200,"Raichur","2021-01-09"
14203,"Raichur","2021-01-10"
14208,"Raichur","2021-01-11"
14214,"Raichur","2021-01-12"
14233,"Raichur","2021-01-13"
14240,"Raichur","2021-01-14"
14248,"Raichur","2021-01-15"
14255,"Raichur","2021-01-16"
14263,"Raichur","2021-01-17"
14270,"Raichur","2021-01-18"
14278,"Raichur","2021-01-19"
14257,"Raichur","2021-01-20"
14262,"Raichur","2021-01-21"
14268,"Raichur","2021-01-22"
14273,"Raichur","2021-01-23"
14279,"Raichur","2021-01-24"
14285,"Raichur","2021-01-25"
14289,"Raichur","2021-01-26"
14267,"Raichur","2021-01-27"
14271,"Raichur","2021-01-28"
14276,"Raichur","2021-01-29"
14279,"Raichur","2021-01-30"
14283,"Raichur","2021-01-31"
14286,"Raichur","2021-02-01"
14290,"Raichur","2021-02-02"
14274,"Raichur","2021-02-03"
14276,"Raichur","2021-02-04"
14279,"Raichur","2021-02-05"
14282,"Raichur","2021-02-06"
14285,"Raichur","2021-02-07"
14288,"Raichur","2021-02-08"
14291,"Raichur","2021-02-09"
14283,"Raichur","2021-02-10"
14286,"Raichur","2021-02-11"
14287,"Raichur","2021-02-12"
14290,"Raichur","2021-02-13"
14294,"Raichur","2021-02-14"
14295,"Raichur","2021-02-15"
14298,"Raichur","2021-02-16"
14292,"Raichur","2021-02-17"
14294,"Raichur","2021-02-18"
14296,"Raichur","2021-02-19"
14298,"Raichur","2021-02-20"
14300,"Raichur","2021-02-21"
14302,"Raichur","2021-02-22"
14304,"Raichur","2021-02-23"
14296,"Raichur","2021-02-24"
14298,"Raichur","2021-02-25"
14299,"Raichur","2021-02-26"
14300,"Raichur","2021-02-27"
14302,"Raichur","2021-02-28"
14303,"Raichur","2021-03-01"
14304,"Raichur","2021-03-02"
14307,"Raichur","2021-03-03"
14309,"Raichur","2021-03-04"
14316,"Raichur","2021-03-05"
14319,"Raichur","2021-03-06"
14321,"Raichur","2021-03-07"
14324,"Raichur","2021-03-08"
14326,"Raichur","2021-03-09"
14329,"Raichur","2021-03-10"
14332,"Raichur","2021-03-11"
14334,"Raichur","2021-03-12"
14326,"Raichur","2021-03-13"
14329,"Raichur","2021-03-14"
14330,"Raichur","2021-03-15"
14332,"Raichur","2021-03-16"
14333,"Raichur","2021-03-17"
14335,"Raichur","2021-03-18"
14337,"Raichur","2021-03-19"
14351,"Raichur","2021-03-20"
14354,"Raichur","2021-03-21"
14357,"Raichur","2021-03-22"
14361,"Raichur","2021-03-23"
14364,"Raichur","2021-03-24"
14367,"Raichur","2021-03-25"
14369,"Raichur","2021-03-26"
14423,"Raichur","2021-03-27"
14432,"Raichur","2021-03-28"
14441,"Raichur","2021-03-29"
14449,"Raichur","2021-03-30"
14458,"Raichur","2021-03-31"
14466,"Raichur","2021-04-01"
14473,"Raichur","2021-04-02"
14543,"Raichur","2021-04-03"
14559,"Raichur","2021-04-04"
14575,"Raichur","2021-04-05"
14590,"Raichur","2021-04-06"
14606,"Raichur","2021-04-07"
14623,"Raichur","2021-04-08"
14639,"Raichur","2021-04-09"
61.08,"Ramanagara","2020-06-12"
72.8258,"Ramanagara","2020-06-13"
86.8337,"Ramanagara","2020-06-14"
103.539,"Ramanagara","2020-06-15"
120.184,"Ramanagara","2020-06-16"
134.066,"Ramanagara","2020-06-17"
145.613,"Ramanagara","2020-06-18"
155.093,"Ramanagara","2020-06-19"
162.75,"Ramanagara","2020-06-20"
168.881,"Ramanagara","2020-06-21"
173.737,"Ramanagara","2020-06-22"
178.578,"Ramanagara","2020-06-23"
184.447,"Ramanagara","2020-06-24"
191.287,"Ramanagara","2020-06-25"
199.055,"Ramanagara","2020-06-26"
207.717,"Ramanagara","2020-06-27"
217.254,"Ramanagara","2020-06-28"
227.653,"Ramanagara","2020-06-29"
238.912,"Ramanagara","2020-06-30"
178,"Ramanagara","2020-07-01"
197,"Ramanagara","2020-07-02"
233,"Ramanagara","2020-07-03"
256,"Ramanagara","2020-07-04"
261,"Ramanagara","2020-07-05"
269,"Ramanagara","2020-07-06"
322,"Ramanagara","2020-07-07"
321,"Ramanagara","2020-07-08"
340,"Ramanagara","2020-07-09"
380,"Ramanagara","2020-07-10"
430,"Ramanagara","2020-07-11"
470,"Ramanagara","2020-07-12"
493,"Ramanagara","2020-07-13"
518,"Ramanagara","2020-07-14"
391,"Ramanagara","2020-07-15"
424,"Ramanagara","2020-07-16"
436,"Ramanagara","2020-07-17"
425,"Ramanagara","2020-07-18"
452,"Ramanagara","2020-07-19"
483,"Ramanagara","2020-07-20"
447,"Ramanagara","2020-07-21"
552,"Ramanagara","2020-07-22"
556,"Ramanagara","2020-07-23"
575,"Ramanagara","2020-07-24"
631,"Ramanagara","2020-07-25"
672,"Ramanagara","2020-07-26"
701,"Ramanagara","2020-07-27"
732,"Ramanagara","2020-07-28"
878,"Ramanagara","2020-07-29"
927,"Ramanagara","2020-07-30"
986,"Ramanagara","2020-07-31"
975,"Ramanagara","2020-08-01"
991,"Ramanagara","2020-08-02"
1021,"Ramanagara","2020-08-03"
1091,"Ramanagara","2020-08-04"
1432,"Ramanagara","2020-08-05"
1589,"Ramanagara","2020-08-06"
1694,"Ramanagara","2020-08-07"
1794,"Ramanagara","2020-08-08"
1803,"Ramanagara","2020-08-09"
1829,"Ramanagara","2020-08-10"
2015,"Ramanagara","2020-08-11"
1858,"Ramanagara","2020-08-12"
1936,"Ramanagara","2020-08-13"
2055,"Ramanagara","2020-08-14"
2323,"Ramanagara","2020-08-15"
2559,"Ramanagara","2020-08-16"
2803,"Ramanagara","2020-08-17"
3059,"Ramanagara","2020-08-18"
2365,"Ramanagara","2020-08-19"
2482,"Ramanagara","2020-08-20"
2640,"Ramanagara","2020-08-21"
2717,"Ramanagara","2020-08-22"
2812,"Ramanagara","2020-08-23"
2931,"Ramanagara","2020-08-24"
3089,"Ramanagara","2020-08-25"
2806,"Ramanagara","2020-08-26"
2897,"Ramanagara","2020-08-27"
3020,"Ramanagara","2020-08-28"
3089,"Ramanagara","2020-08-29"
3146,"Ramanagara","2020-08-30"
3191,"Ramanagara","2020-08-31"
3214,"Ramanagara","2020-09-01"
3473,"Ramanagara","2020-09-02"
3535,"Ramanagara","2020-09-03"
3591,"Ramanagara","2020-09-04"
3664,"Ramanagara","2020-09-05"
3773,"Ramanagara","2020-09-06"
3936,"Ramanagara","2020-09-07"
4138,"Ramanagara","2020-09-08"
3832,"Ramanagara","2020-09-09"
3873,"Ramanagara","2020-09-10"
3915,"Ramanagara","2020-09-11"
3977,"Ramanagara","2020-09-12"
4063,"Ramanagara","2020-09-13"
4128,"Ramanagara","2020-09-14"
4176,"Ramanagara","2020-09-15"
4496,"Ramanagara","2020-09-16"
4586,"Ramanagara","2020-09-17"
4673,"Ramanagara","2020-09-18"
4764,"Ramanagara","2020-09-19"
4844,"Ramanagara","2020-09-20"
4915,"Ramanagara","2020-09-21"
4990,"Ramanagara","2020-09-22"
4796,"Ramanagara","2020-09-23"
4843,"Ramanagara","2020-09-24"
4924,"Ramanagara","2020-09-25"
4998,"Ramanagara","2020-09-26"
5046,"Ramanagara","2020-09-27"
5098,"Ramanagara","2020-09-28"
5138,"Ramanagara","2020-09-29"
5179,"Ramanagara","2020-09-30"
5238,"Ramanagara","2020-10-01"
5321,"Ramanagara","2020-10-02"
5383,"Ramanagara","2020-10-03"
5425,"Ramanagara","2020-10-04"
5461,"Ramanagara","2020-10-05"
5464,"Ramanagara","2020-10-06"
5908,"Ramanagara","2020-10-07"
5980,"Ramanagara","2020-10-08"
6108,"Ramanagara","2020-10-09"
6207,"Ramanagara","2020-10-10"
6288,"Ramanagara","2020-10-11"
6401,"Ramanagara","2020-10-12"
6474,"Ramanagara","2020-10-13"
6370,"Ramanagara","2020-10-14"
6431,"Ramanagara","2020-10-15"
6505,"Ramanagara","2020-10-16"
6590,"Ramanagara","2020-10-17"
6670,"Ramanagara","2020-10-18"
6762,"Ramanagara","2020-10-19"
6850,"Ramanagara","2020-10-20"
6622,"Ramanagara","2020-10-21"
6656,"Ramanagara","2020-10-22"
6705,"Ramanagara","2020-10-23"
6783,"Ramanagara","2020-10-24"
6837,"Ramanagara","2020-10-25"
6903,"Ramanagara","2020-10-26"
7015,"Ramanagara","2020-10-27"
6748,"Ramanagara","2020-10-28"
6776,"Ramanagara","2020-10-29"
6806,"Ramanagara","2020-10-30"
6829,"Ramanagara","2020-10-31"
6834,"Ramanagara","2020-11-01"
6859,"Ramanagara","2020-11-02"
6899,"Ramanagara","2020-11-03"
6881,"Ramanagara","2020-11-04"
6899,"Ramanagara","2020-11-05"
6919,"Ramanagara","2020-11-06"
6949,"Ramanagara","2020-11-07"
6966,"Ramanagara","2020-11-08"
6986,"Ramanagara","2020-11-09"
7002,"Ramanagara","2020-11-10"
7040,"Ramanagara","2020-11-11"
7064,"Ramanagara","2020-11-12"
7086,"Ramanagara","2020-11-13"
7109,"Ramanagara","2020-11-14"
7132,"Ramanagara","2020-11-15"
7156,"Ramanagara","2020-11-16"
7180,"Ramanagara","2020-11-17"
7110,"Ramanagara","2020-11-18"
7124,"Ramanagara","2020-11-19"
7133,"Ramanagara","2020-11-20"
7151,"Ramanagara","2020-11-21"
7161,"Ramanagara","2020-11-22"
7173,"Ramanagara","2020-11-23"
7182,"Ramanagara","2020-11-24"
7193,"Ramanagara","2020-11-25"
7203,"Ramanagara","2020-11-26"
7210,"Ramanagara","2020-11-27"
7221,"Ramanagara","2020-11-28"
7233,"Ramanagara","2020-11-29"
7240,"Ramanagara","2020-11-30"
7249,"Ramanagara","2020-12-01"
7247,"Ramanagara","2020-12-02"
7254,"Ramanagara","2020-12-03"
7260,"Ramanagara","2020-12-04"
7268,"Ramanagara","2020-12-05"
7276,"Ramanagara","2020-12-06"
7282,"Ramanagara","2020-12-07"
7288,"Ramanagara","2020-12-08"
7269,"Ramanagara","2020-12-09"
7274,"Ramanagara","2020-12-10"
7276,"Ramanagara","2020-12-11"
7280,"Ramanagara","2020-12-12"
7285,"Ramanagara","2020-12-13"
7286,"Ramanagara","2020-12-14"
7288,"Ramanagara","2020-12-15"
7320,"Ramanagara","2020-12-16"
7327,"Ramanagara","2020-12-17"
7335,"Ramanagara","2020-12-18"
7343,"Ramanagara","2020-12-19"
7349,"Ramanagara","2020-12-20"
7355,"Ramanagara","2020-12-21"
7361,"Ramanagara","2020-12-22"
7361,"Ramanagara","2020-12-23"
7367,"Ramanagara","2020-12-24"
7375,"Ramanagara","2020-12-25"
7383,"Ramanagara","2020-12-26"
7388,"Ramanagara","2020-12-27"
7395,"Ramanagara","2020-12-28"
7401,"Ramanagara","2020-12-29"
7375,"Ramanagara","2020-12-30"
7380,"Ramanagara","2020-12-31"
7384,"Ramanagara","2021-01-01"
7389,"Ramanagara","2021-01-02"
7393,"Ramanagara","2021-01-03"
7397,"Ramanagara","2021-01-04"
7400,"Ramanagara","2021-01-05"
7386,"Ramanagara","2021-01-06"
7389,"Ramanagara","2021-01-07"
7391,"Ramanagara","2021-01-08"
7394,"Ramanagara","2021-01-09"
7397,"Ramanagara","2021-01-10"
7401,"Ramanagara","2021-01-11"
7403,"Ramanagara","2021-01-12"
7396,"Ramanagara","2021-01-13"
7398,"Ramanagara","2021-01-14"
7401,"Ramanagara","2021-01-15"
7404,"Ramanagara","2021-01-16"
7407,"Ramanagara","2021-01-17"
7409,"Ramanagara","2021-01-18"
7412,"Ramanagara","2021-01-19"
7406,"Ramanagara","2021-01-20"
7408,"Ramanagara","2021-01-21"
7410,"Ramanagara","2021-01-22"
7412,"Ramanagara","2021-01-23"
7414,"Ramanagara","2021-01-24"
7415,"Ramanagara","2021-01-25"
7418,"Ramanagara","2021-01-26"
7411,"Ramanagara","2021-01-27"
7412,"Ramanagara","2021-01-28"
7414,"Ramanagara","2021-01-29"
7415,"Ramanagara","2021-01-30"
7417,"Ramanagara","2021-01-31"
7418,"Ramanagara","2021-02-01"
7420,"Ramanagara","2021-02-02"
7416,"Ramanagara","2021-02-03"
7417,"Ramanagara","2021-02-04"
7419,"Ramanagara","2021-02-05"
7420,"Ramanagara","2021-02-06"
7421,"Ramanagara","2021-02-07"
7423,"Ramanagara","2021-02-08"
7424,"Ramanagara","2021-02-09"
7418,"Ramanagara","2021-02-10"
7419,"Ramanagara","2021-02-11"
7420,"Ramanagara","2021-02-12"
7421,"Ramanagara","2021-02-13"
7422,"Ramanagara","2021-02-14"
7424,"Ramanagara","2021-02-15"
7425,"Ramanagara","2021-02-16"
7423,"Ramanagara","2021-02-17"
7424,"Ramanagara","2021-02-18"
7426,"Ramanagara","2021-02-19"
7426,"Ramanagara","2021-02-20"
7427,"Ramanagara","2021-02-21"
7429,"Ramanagara","2021-02-22"
7430,"Ramanagara","2021-02-23"
7430,"Ramanagara","2021-02-24"
7432,"Ramanagara","2021-02-25"
7433,"Ramanagara","2021-02-26"
7434,"Ramanagara","2021-02-27"
7435,"Ramanagara","2021-02-28"
7436,"Ramanagara","2021-03-01"
7437,"Ramanagara","2021-03-02"
7432,"Ramanagara","2021-03-03"
7433,"Ramanagara","2021-03-04"
7436,"Ramanagara","2021-03-05"
7437,"Ramanagara","2021-03-06"
7438,"Ramanagara","2021-03-07"
7439,"Ramanagara","2021-03-08"
7440,"Ramanagara","2021-03-09"
7441,"Ramanagara","2021-03-10"
7442,"Ramanagara","2021-03-11"
7443,"Ramanagara","2021-03-12"
7441,"Ramanagara","2021-03-13"
7442,"Ramanagara","2021-03-14"
7443,"Ramanagara","2021-03-15"
7443,"Ramanagara","2021-03-16"
7444,"Ramanagara","2021-03-17"
7445,"Ramanagara","2021-03-18"
7446,"Ramanagara","2021-03-19"
7452,"Ramanagara","2021-03-20"
7453,"Ramanagara","2021-03-21"
7454,"Ramanagara","2021-03-22"
7456,"Ramanagara","2021-03-23"
7457,"Ramanagara","2021-03-24"
7459,"Ramanagara","2021-03-25"
7460,"Ramanagara","2021-03-26"
7475,"Ramanagara","2021-03-27"
7477,"Ramanagara","2021-03-28"
7480,"Ramanagara","2021-03-29"
7483,"Ramanagara","2021-03-30"
7485,"Ramanagara","2021-03-31"
7488,"Ramanagara","2021-04-01"
7492,"Ramanagara","2021-04-02"
7518,"Ramanagara","2021-04-03"
7522,"Ramanagara","2021-04-04"
7527,"Ramanagara","2021-04-05"
7532,"Ramanagara","2021-04-06"
7537,"Ramanagara","2021-04-07"
7541,"Ramanagara","2021-04-08"
7545,"Ramanagara","2021-04-09"
117.148,"Shivamogga","2020-05-19"
123.288,"Shivamogga","2020-05-20"
128.44,"Shivamogga","2020-05-21"
132.809,"Shivamogga","2020-05-22"
136.554,"Shivamogga","2020-05-23"
139.801,"Shivamogga","2020-05-24"
142.649,"Shivamogga","2020-05-25"
145.176,"Shivamogga","2020-05-26"
147.442,"Shivamogga","2020-05-27"
149.497,"Shivamogga","2020-05-28"
151.985,"Shivamogga","2020-05-29"
155.402,"Shivamogga","2020-05-30"
159.607,"Shivamogga","2020-05-31"
164.494,"Shivamogga","2020-06-01"
169.137,"Shivamogga","2020-06-02"
172.844,"Shivamogga","2020-06-03"
175.815,"Shivamogga","2020-06-04"
178.206,"Shivamogga","2020-06-05"
180.14,"Shivamogga","2020-06-06"
181.712,"Shivamogga","2020-06-07"
183,"Shivamogga","2020-06-08"
184.061,"Shivamogga","2020-06-09"
184.943,"Shivamogga","2020-06-10"
186.437,"Shivamogga","2020-06-11"
189.16,"Shivamogga","2020-06-12"
192.947,"Shivamogga","2020-06-13"
197.679,"Shivamogga","2020-06-14"
203.267,"Shivamogga","2020-06-15"
209.652,"Shivamogga","2020-06-16"
216.793,"Shivamogga","2020-06-17"
224.668,"Shivamogga","2020-06-18"
233.271,"Shivamogga","2020-06-19"
242.604,"Shivamogga","2020-06-20"
254.2,"Shivamogga","2020-06-21"
269.705,"Shivamogga","2020-06-22"
289.446,"Shivamogga","2020-06-23"
313.894,"Shivamogga","2020-06-24"
341.015,"Shivamogga","2020-06-25"
368.717,"Shivamogga","2020-06-26"
397.378,"Shivamogga","2020-06-27"
427.338,"Shivamogga","2020-06-28"
458.904,"Shivamogga","2020-06-29"
492.361,"Shivamogga","2020-06-30"
195,"Shivamogga","2020-07-01"
224,"Shivamogga","2020-07-02"
264,"Shivamogga","2020-07-03"
285,"Shivamogga","2020-07-04"
326,"Shivamogga","2020-07-05"
340,"Shivamogga","2020-07-06"
383,"Shivamogga","2020-07-07"
347,"Shivamogga","2020-07-08"
369,"Shivamogga","2020-07-09"
410,"Shivamogga","2020-07-10"
435,"Shivamogga","2020-07-11"
446,"Shivamogga","2020-07-12"
453,"Shivamogga","2020-07-13"
471,"Shivamogga","2020-07-14"
523,"Shivamogga","2020-07-15"
585,"Shivamogga","2020-07-16"
706,"Shivamogga","2020-07-17"
752,"Shivamogga","2020-07-18"
882,"Shivamogga","2020-07-19"
985,"Shivamogga","2020-07-20"
975,"Shivamogga","2020-07-21"
958,"Shivamogga","2020-07-22"
953,"Shivamogga","2020-07-23"
1213,"Shivamogga","2020-07-24"
1284,"Shivamogga","2020-07-25"
1431,"Shivamogga","2020-07-26"
1420,"Shivamogga","2020-07-27"
1595,"Shivamogga","2020-07-28"
1407,"Shivamogga","2020-07-29"
1471,"Shivamogga","2020-07-30"
1518,"Shivamogga","2020-07-31"
1556,"Shivamogga","2020-08-01"
1623,"Shivamogga","2020-08-02"
1814,"Shivamogga","2020-08-03"
1898,"Shivamogga","2020-08-04"
2408,"Shivamogga","2020-08-05"
2588,"Shivamogga","2020-08-06"
2674,"Shivamogga","2020-08-07"
2830,"Shivamogga","2020-08-08"
3056,"Shivamogga","2020-08-09"
3194,"Shivamogga","2020-08-10"
3354,"Shivamogga","2020-08-11"
3152,"Shivamogga","2020-08-12"
3524,"Shivamogga","2020-08-13"
3691,"Shivamogga","2020-08-14"
3949,"Shivamogga","2020-08-15"
4136,"Shivamogga","2020-08-16"
4318,"Shivamogga","2020-08-17"
4470,"Shivamogga","2020-08-18"
5025,"Shivamogga","2020-08-19"
5665,"Shivamogga","2020-08-20"
6134,"Shivamogga","2020-08-21"
6377,"Shivamogga","2020-08-22"
6779,"Shivamogga","2020-08-23"
7349,"Shivamogga","2020-08-24"
7633,"Shivamogga","2020-08-25"
6835,"Shivamogga","2020-08-26"
7047,"Shivamogga","2020-08-27"
7443,"Shivamogga","2020-08-28"
8127,"Shivamogga","2020-08-29"
8574,"Shivamogga","2020-08-30"
9401,"Shivamogga","2020-08-31"
10120,"Shivamogga","2020-09-01"
8797,"Shivamogga","2020-09-02"
8822,"Shivamogga","2020-09-03"
8961,"Shivamogga","2020-09-04"
9127,"Shivamogga","2020-09-05"
9480,"Shivamogga","2020-09-06"
10156,"Shivamogga","2020-09-07"
10883,"Shivamogga","2020-09-08"
10574,"Shivamogga","2020-09-09"
10693,"Shivamogga","2020-09-10"
10942,"Shivamogga","2020-09-11"
11147,"Shivamogga","2020-09-12"
11510,"Shivamogga","2020-09-13"
11604,"Shivamogga","2020-09-14"
11980,"Shivamogga","2020-09-15"
13471,"Shivamogga","2020-09-16"
13891,"Shivamogga","2020-09-17"
14246,"Shivamogga","2020-09-18"
14610,"Shivamogga","2020-09-19"
14874,"Shivamogga","2020-09-20"
15834,"Shivamogga","2020-09-21"
16321,"Shivamogga","2020-09-22"
14853,"Shivamogga","2020-09-23"
15115,"Shivamogga","2020-09-24"
15688,"Shivamogga","2020-09-25"
15945,"Shivamogga","2020-09-26"
16184,"Shivamogga","2020-09-27"
17918,"Shivamogga","2020-09-28"
18237,"Shivamogga","2020-09-29"
16492,"Shivamogga","2020-09-30"
16826,"Shivamogga","2020-10-01"
17161,"Shivamogga","2020-10-02"
17448,"Shivamogga","2020-10-03"
17576,"Shivamogga","2020-10-04"
18223,"Shivamogga","2020-10-05"
19335,"Shivamogga","2020-10-06"
18064,"Shivamogga","2020-10-07"
18365,"Shivamogga","2020-10-08"
18576,"Shivamogga","2020-10-09"
18787,"Shivamogga","2020-10-10"
19017,"Shivamogga","2020-10-11"
19181,"Shivamogga","2020-10-12"
19417,"Shivamogga","2020-10-13"
19161,"Shivamogga","2020-10-14"
19410,"Shivamogga","2020-10-15"
19432,"Shivamogga","2020-10-16"
19477,"Shivamogga","2020-10-17"
19602,"Shivamogga","2020-10-18"
19722,"Shivamogga","2020-10-19"
19833,"Shivamogga","2020-10-20"
19914,"Shivamogga","2020-10-21"
20016,"Shivamogga","2020-10-22"
20070,"Shivamogga","2020-10-23"
20214,"Shivamogga","2020-10-24"
20077,"Shivamogga","2020-10-25"
20344,"Shivamogga","2020-10-26"
20230,"Shivamogga","2020-10-27"
20388,"Shivamogga","2020-10-28"
20453,"Shivamogga","2020-10-29"
20435,"Shivamogga","2020-10-30"
20490,"Shivamogga","2020-10-31"
20537,"Shivamogga","2020-11-01"
20681,"Shivamogga","2020-11-02"
20684,"Shivamogga","2020-11-03"
20871,"Shivamogga","2020-11-04"
20930,"Shivamogga","2020-11-05"
20995,"Shivamogga","2020-11-06"
21050,"Shivamogga","2020-11-07"
21085,"Shivamogga","2020-11-08"
21156,"Shivamogga","2020-11-09"
21216,"Shivamogga","2020-11-10"
21088,"Shivamogga","2020-11-11"
21117,"Shivamogga","2020-11-12"
21141,"Shivamogga","2020-11-13"
21173,"Shivamogga","2020-11-14"
21193,"Shivamogga","2020-11-15"
21211,"Shivamogga","2020-11-16"
21238,"Shivamogga","2020-11-17"
21271,"Shivamogga","2020-11-18"
21300,"Shivamogga","2020-11-19"
21322,"Shivamogga","2020-11-20"
21342,"Shivamogga","2020-11-21"
21351,"Shivamogga","2020-11-22"
21372,"Shivamogga","2020-11-23"
21372,"Shivamogga","2020-11-24"
21463,"Shivamogga","2020-11-25"
21493,"Shivamogga","2020-11-26"
21516,"Shivamogga","2020-11-27"
21539,"Shivamogga","2020-11-28"
21557,"Shivamogga","2020-11-29"
21577,"Shivamogga","2020-11-30"
21595,"Shivamogga","2020-12-01"
21580,"Shivamogga","2020-12-02"
21605,"Shivamogga","2020-12-03"
21625,"Shivamogga","2020-12-04"
21643,"Shivamogga","2020-12-05"
21668,"Shivamogga","2020-12-06"
21688,"Shivamogga","2020-12-07"
21703,"Shivamogga","2020-12-08"
21704,"Shivamogga","2020-12-09"
21721,"Shivamogga","2020-12-10"
21738,"Shivamogga","2020-12-11"
21755,"Shivamogga","2020-12-12"
21769,"Shivamogga","2020-12-13"
21787,"Shivamogga","2020-12-14"
21804,"Shivamogga","2020-12-15"
21793,"Shivamogga","2020-12-16"
21808,"Shivamogga","2020-12-17"
21823,"Shivamogga","2020-12-18"
21839,"Shivamogga","2020-12-19"
21852,"Shivamogga","2020-12-20"
21869,"Shivamogga","2020-12-21"
21885,"Shivamogga","2020-12-22"
21917,"Shivamogga","2020-12-23"
21935,"Shivamogga","2020-12-24"
21952,"Shivamogga","2020-12-25"
21969,"Shivamogga","2020-12-26"
21986,"Shivamogga","2020-12-27"
22002,"Shivamogga","2020-12-28"
22021,"Shivamogga","2020-12-29"
22022,"Shivamogga","2020-12-30"
22040,"Shivamogga","2020-12-31"
22056,"Shivamogga","2021-01-01"
22072,"Shivamogga","2021-01-02"
22088,"Shivamogga","2021-01-03"
22104,"Shivamogga","2021-01-04"
22120,"Shivamogga","2021-01-05"
22113,"Shivamogga","2021-01-06"
22129,"Shivamogga","2021-01-07"
22144,"Shivamogga","2021-01-08"
22159,"Shivamogga","2021-01-09"
22173,"Shivamogga","2021-01-10"
22189,"Shivamogga","2021-01-11"
22205,"Shivamogga","2021-01-12"
22197,"Shivamogga","2021-01-13"
22213,"Shivamogga","2021-01-14"
22228,"Shivamogga","2021-01-15"
22243,"Shivamogga","2021-01-16"
22258,"Shivamogga","2021-01-17"
22273,"Shivamogga","2021-01-18"
22288,"Shivamogga","2021-01-19"
22276,"Shivamogga","2021-01-20"
22291,"Shivamogga","2021-01-21"
22304,"Shivamogga","2021-01-22"
22319,"Shivamogga","2021-01-23"
22333,"Shivamogga","2021-01-24"
22347,"Shivamogga","2021-01-25"
22361,"Shivamogga","2021-01-26"
22330,"Shivamogga","2021-01-27"
22345,"Shivamogga","2021-01-28"
22358,"Shivamogga","2021-01-29"
22371,"Shivamogga","2021-01-30"
22384,"Shivamogga","2021-01-31"
22397,"Shivamogga","2021-02-01"
22410,"Shivamogga","2021-02-02"
22356,"Shivamogga","2021-02-03"
22366,"Shivamogga","2021-02-04"
22376,"Shivamogga","2021-02-05"
22388,"Shivamogga","2021-02-06"
22398,"Shivamogga","2021-02-07"
22408,"Shivamogga","2021-02-08"
22417,"Shivamogga","2021-02-09"
22386,"Shivamogga","2021-02-10"
22393,"Shivamogga","2021-02-11"
22401,"Shivamogga","2021-02-12"
22410,"Shivamogga","2021-02-13"
22419,"Shivamogga","2021-02-14"
22428,"Shivamogga","2021-02-15"
22436,"Shivamogga","2021-02-16"
22431,"Shivamogga","2021-02-17"
22440,"Shivamogga","2021-02-18"
22448,"Shivamogga","2021-02-19"
22457,"Shivamogga","2021-02-20"
22466,"Shivamogga","2021-02-21"
22475,"Shivamogga","2021-02-22"
22483,"Shivamogga","2021-02-23"
22483,"Shivamogga","2021-02-24"
22492,"Shivamogga","2021-02-25"
22499,"Shivamogga","2021-02-26"
22507,"Shivamogga","2021-02-27"
22516,"Shivamogga","2021-02-28"
22524,"Shivamogga","2021-03-01"
22533,"Shivamogga","2021-03-02"
22507,"Shivamogga","2021-03-03"
22514,"Shivamogga","2021-03-04"
22512,"Shivamogga","2021-03-05"
22516,"Shivamogga","2021-03-06"
22522,"Shivamogga","2021-03-07"
22527,"Shivamogga","2021-03-08"
22531,"Shivamogga","2021-03-09"
22537,"Shivamogga","2021-03-10"
22541,"Shivamogga","2021-03-11"
22546,"Shivamogga","2021-03-12"
22512,"Shivamogga","2021-03-13"
22517,"Shivamogga","2021-03-14"
22521,"Shivamogga","2021-03-15"
22527,"Shivamogga","2021-03-16"
22531,"Shivamogga","2021-03-17"
22537,"Shivamogga","2021-03-18"
22542,"Shivamogga","2021-03-19"
22590,"Shivamogga","2021-03-20"
22596,"Shivamogga","2021-03-21"
22602,"Shivamogga","2021-03-22"
22608,"Shivamogga","2021-03-23"
22615,"Shivamogga","2021-03-24"
